"Query","UTC DateTime","Response"
"1) organization: azb&partners, mumbai",04/27/2017 05:22:55,"{""query"":""1) Organization: AZB&Partners, Mumbai\n"",""intents"":[{""intent"":""None"",""score"":0.439295948},{""intent"":""Internship"",""score"":0.1391001},{""intent"":""extraCurricular"",""score"":0.111516044},{""intent"":""languages"",""score"":0.0456421748},{""intent"":""Interests"",""score"":0.041784402},{""intent"":""workExperience"",""score"":0.0172226224},{""intent"":""Education"",""score"":0.00762890745},{""intent"":""skills"",""score"":0.00607608631},{""intent"":""Research"",""score"":2.02392734E-08}],""entities"":[]}"
"performance",04/27/2017 05:22:55,"{""query"":""Performance\n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"institution",04/27/2017 05:22:55,"{""query"":""Institution\n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"board",04/27/2017 05:22:55,"{""query"":""Board\n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"responsibilities:",04/27/2017 05:22:56,"{""query"":""            Responsibilities: \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"responsibilities:",04/27/2017 05:22:56,"{""query"":""            Responsibilities: \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"cgpa: 3.730",04/27/2017 05:22:56,"{""query"":""CGPA: 3.730\n"",""intents"":[{""intent"":""None"",""score"":0.378518254},{""intent"":""Internship"",""score"":0.07965657},{""intent"":""Interests"",""score"":0.05482007},{""intent"":""extraCurricular"",""score"":0.0540125147},{""intent"":""languages"",""score"":0.04061712},{""intent"":""Education"",""score"":0.02078957},{""intent"":""workExperience"",""score"":0.0121036582},{""intent"":""skills"",""score"":0.0117380386},{""intent"":""Research"",""score"":8.1871E-08}],""entities"":[]}"
"responsibilities:",04/27/2017 05:22:56,"{""query"":""Responsibilities: \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"year",04/27/2017 05:22:56,"{""query"":""Year\n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"iii. parliamentary debates",04/27/2017 05:23:11,"{""query"":""III. PARLIAMENTARY DEBATES\n"",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"iv. pre- university achievements",04/27/2017 05:23:11,"{""query"":""IV. PRE- UNIVERSITY ACHIEVEMENTS\n"",""intents"":[{""intent"":""None"",""score"":0.317302436},{""intent"":""extraCurricular"",""score"":0.12864247},{""intent"":""Internship"",""score"":0.108595096},{""intent"":""Interests"",""score"":0.0486268662},{""intent"":""languages"",""score"":0.0446907468},{""intent"":""workExperience"",""score"":0.0155750643},{""intent"":""Education"",""score"":0.0149737438},{""intent"":""skills"",""score"":0.0106229018},{""intent"":""Research"",""score"":1.07935207E-07}],""entities"":[]}"
"extra-curricular achievements",04/27/2017 05:23:11,"{""query"":""EXTRA-CURRICULAR ACHIEVEMENTS                            \n"",""intents"":[{""intent"":""extraCurricular"",""score"":0.6489486},{""intent"":""None"",""score"":0.186016247},{""intent"":""Interests"",""score"":0.0507378951},{""intent"":""Internship"",""score"":0.0465234369},{""intent"":""languages"",""score"":0.032926362},{""intent"":""Education"",""score"":0.0260523986},{""intent"":""skills"",""score"":0.0135226455},{""intent"":""workExperience"",""score"":0.008080772},{""intent"":""Research"",""score"":5.700982E-08}],""entities"":[]}"
"ii. international conferences",04/27/2017 05:23:11,"{""query"":""II. INTERNATIONAL CONFERENCES\n"",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"legal conferences",04/27/2017 05:23:11,"{""query"":""LEGAL CONFERENCES\n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"i. conferences (national)",04/27/2017 05:23:11,"{""query"":""I. CONFERENCES (National) \n"",""intents"":[{""intent"":""None"",""score"":0.3664716},{""intent"":""Internship"",""score"":0.111268573},{""intent"":""extraCurricular"",""score"":0.07520154},{""intent"":""Interests"",""score"":0.049337782},{""intent"":""languages"",""score"":0.0453299135},{""intent"":""workExperience"",""score"":0.01592059},{""intent"":""Education"",""score"":0.0151358517},{""intent"":""skills"",""score"":0.0107138427},{""intent"":""Research"",""score"":1.14551575E-07}],""entities"":[]}"
"responsibilities:",04/27/2017 05:23:11,"{""query"":""            Responsibilities: \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"co-curricular achievements",04/27/2017 05:23:11,"{""query"":""CO-CURRICULAR ACHIEVEMENTS                        \n"",""intents"":[{""intent"":""extraCurricular"",""score"":0.6696214},{""intent"":""None"",""score"":0.194398537},{""intent"":""Interests"",""score"":0.0505795665},{""intent"":""Internship"",""score"":0.04894588},{""intent"":""languages"",""score"":0.03325941},{""intent"":""Education"",""score"":0.02527214},{""intent"":""skills"",""score"":0.0136707835},{""intent"":""workExperience"",""score"":0.008332232},{""intent"":""Research"",""score"":5.10737479E-08}],""entities"":[]}"
"responsibilities:",04/27/2017 05:23:11,"{""query"":""            Responsibilities:\n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"i. moot court",04/27/2017 05:23:11,"{""query"":""I. MOOT COURT \n"",""intents"":[{""intent"":""None"",""score"":0.3198923},{""intent"":""Internship"",""score"":0.08029195},{""intent"":""Interests"",""score"":0.0585936122},{""intent"":""extraCurricular"",""score"":0.0476516038},{""intent"":""languages"",""score"":0.0428648666},{""intent"":""Education"",""score"":0.0290190224},{""intent"":""skills"",""score"":0.0169847645},{""intent"":""workExperience"",""score"":0.0132228425},{""intent"":""Research"",""score"":3.54796043E-07}],""entities"":[]}"
"ii. community service",04/27/2017 05:23:11,"{""query"":""II. COMMUNITY SERVICE\n"",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"positions of responsibility",04/27/2017 05:23:11,"{""query"":""POSITIONS OF RESPONSIBILITY                                 \n"",""intents"":[{""intent"":""None"",""score"":0.349645972},{""intent"":""Interests"",""score"":0.06814479},{""intent"":""Internship"",""score"":0.0618101247},{""intent"":""Education"",""score"":0.0416875519},{""intent"":""languages"",""score"":0.0400733463},{""intent"":""extraCurricular"",""score"":0.0338443257},{""intent"":""skills"",""score"":0.021898739},{""intent"":""workExperience"",""score"":0.0111749722},{""intent"":""Research"",""score"":4.648724E-07}],""entities"":[]}"
"personal information",04/27/2017 05:23:26,"{""query"":""PERSONAL INFORMATION                               \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"curriculum vitae",04/27/2017 05:23:26,"{""query"":""CURRICULUM VITAE"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"aishwarya bhonsale",04/27/2017 05:23:26,"{""query"":""AISHWARYA BHONSALE"",""intents"":[{""intent"":""None"",""score"":0.287081867},{""intent"":""Interests"",""score"":0.07831705},{""intent"":""Education"",""score"":0.07747621},{""intent"":""Internship"",""score"":0.03814774},{""intent"":""languages"",""score"":0.0356091522},{""intent"":""skills"",""score"":0.0294559766},{""intent"":""extraCurricular"",""score"":0.0201234929},{""intent"":""workExperience"",""score"":0.007952571},{""intent"":""Research"",""score"":7.13712041E-07}],""entities"":[]}"
"i hereby certify that the information contained herein is true and correct to the best of my",04/27/2017 05:23:26,"{""query"":""I hereby certify that the information contained herein is true and correct to the best of my\n"",""intents"":[{""intent"":""None"",""score"":0.69647485},{""intent"":""extraCurricular"",""score"":0.190693557},{""intent"":""Internship"",""score"":0.188548759},{""intent"":""languages"",""score"":0.0446453579},{""intent"":""Interests"",""score"":0.0309889261},{""intent"":""workExperience"",""score"":0.0187712461},{""intent"":""skills"",""score"":0.002329263},{""intent"":""Education"",""score"":0.00223850552},{""intent"":""Research"",""score"":7.94601052E-10}],""entities"":[]}"
"key achievements",04/27/2017 05:23:26,"{""query"":""Key achievements\n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"period",04/27/2017 05:23:26,"{""query"":""Period\n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"educational record:",04/27/2017 05:23:26,"{""query"":""EDUCATIONAL RECORD:"",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
